sa_finance1_cocode	sa_company_name	sa_finance1_year	sa_ann_rep_months	sa_fs_format	sa_pct_shares_hld_govt	sa_bd_tot_risk_wt_ast_and_contingencies	sa_bsl_cap_adeq_ratio	sa_bsl_t1_cap_adeq_ratio	sa_bsl_tot_elg_cap	sa_bsl_tier1_elg_cap	sa_bd_bsl3_cet1_cap_ratio	sa_bd_bsl3_cap_adeq_ratio	sa_bd_bsl3_t1_cap_adeq_ratio	sa_bd_bsl3_t2_cap_adeq_ratio	sa_bd_bsl3_cap_adeq_amt	sa_bd_cap_adeq_ratio_series	sa_bd_int_inc_pct_working_funds	sa_bd_non_int_inc_pct_working_funds	sa_bd_op_profit_pct_working_funds	sa_gnpa_advance	sa_bd_nnpa_pct_net_adv	sa_bd_return_on_ast	sa_bd_profit_per_employee	sa_bd_gross_npa_opening_bal	sa_bd_gross_npa_closing_bal	sa_bd_net_npa_opening_bal	sa_bd_net_npa_closing_bal	sa_bd_prov_for_npa	sa_total_gross_restruc_acs	sa_bd_non_corp_debt_restruct	sa_bd_corp_debt_restruct	sa_bd_total_no_borrower_restuct_acs	sa_bd_total_no_borrower_non_corp_debt_restruct	sa_bd_total_no_borrower_corp_debt_restruct	sa_bd_gross_npa_bank	sa_bd_gross_npa_rbi	sa_bd_divergence_gross_npa	sa_bd_net_npa_bank	sa_bd_net_npa_rbi	sa_bd_divergence_net_npa	sa_bd_credit_deposit_ratio	sa_net_int_margin	sa_bd_int_spread	sa_bd_avg_ret_on_adv	sa_bd_avg_cost_of_deposits
27277	B N P PARIBAS	20110331	12	IGAAP	NA	NA	11.92	8.46	22974	16315.1	NA	NA	NA	NA	NA	11.92	6.88	2.75	4.02	NA	NA	2	0.1	681.2	112.8	NA	NA	112.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27277	B N P PARIBAS	20120331	12	IGAAP	NA	NA	14.7	11.09	26028.5	19639.1	NA	NA	NA	NA	NA	14.7	7.58	0.66	1.39	NA	0.07	0.73	2.4	112.8	274.5	0	41.1	233.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27277	B N P PARIBAS	20130331	12	IGAAP	NA	NA	13.82	10.94	26961.4	21344.7	NA	NA	NA	NA	NA	13.82	7.84	2.56	3.18	NA	0	1.7	5.6	274.5	162.5	41.1	0	162.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27277	B N P PARIBAS	20140331	12	IGAAP	NA	NA	13.89	12.14	NA	NA	12.14	13.89	12.14	1.75	NA	13.89	7.31	1.56	2.26	0.13	NA	1.17	5.5	162.5	162.5	0	NA	162.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27277	B N P PARIBAS	20150331	12	IGAAP	NA	NA	11.61	10.36	NA	NA	10.36	11.61	10.36	1.25	NA	11.61	7.41	1.49	2.47	0.09	NA	1.31	8	162.5	121.7	NA	NA	121.7	195	NA	195	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27277	B N P PARIBAS	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	9.88	11.76	9.88	1.88	NA	11.76	7.23	1.63	2.46	0.06	NA	1.26	8.3	121.7	120.8	NA	NA	120.8	194.1	NA	194.1	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27277	B N P PARIBAS	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	11.83	13.77	11.83	1.94	NA	13.77	6.61	0.87	1.92	6.9	NA	1.01	9	120.8	69	NA	NA	69	194.1	NA	111.3	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27277	B N P PARIBAS	20180331	12	IGAAP	NA	NA	NA	NA	NA	NA	13.07	15.38	13.07	2.31	NA	15.38	6.08	1.01	2.09	0.04	0	1.1	9.6	69	69	NA	NA	69	111.3	NA	111.3	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27277	B N P PARIBAS	20190331	12	IGAAP	NA	NA	NA	NA	NA	NA	15.01	17.53	15.01	2.52	NA	17.53	6.35	0.68	1.82	0.05	0	1.15	9.9	69	69	NA	NA	69	111.3	NA	111.3	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29885	FINCARE SMALL FINANCE BANK LTD.	20130331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29885	FINCARE SMALL FINANCE BANK LTD.	20140331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29885	FINCARE SMALL FINANCE BANK LTD.	20150331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29885	FINCARE SMALL FINANCE BANK LTD.	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29885	FINCARE SMALL FINANCE BANK LTD.	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	48.44	48.44	48.44	NA	NA	48.44	NA	NA	NA	0.8	0.38	NA	NA	10.2	59.2	2.3	28.7	30.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29885	FINCARE SMALL FINANCE BANK LTD.	20180331	12	IGAAP	NA	NA	NA	NA	NA	NA	18.07	23.3	18.07	5.23	4093.8	23.3	18.32	2.13	3.13	0.95	0.72	-5.69	-0.3	59.2	172.2	28.7	131.7	40.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29885	FINCARE SMALL FINANCE BANK LTD.	20190331	12	IGAAP	NA	NA	NA	NA	NA	NA	21.48	23.63	21.48	2.15	6843.9	23.63	19.74	2.27	4.89	1.29	0.34	3.33	0.2	172.2	358.9	131.7	94.9	264	1.6	1.6	NA	164	164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30129	PT BANK MAYBANK INDONESIA T B K	20130331	12	IGAAP	NA	418	0	0	0	0	NA	NA	NA	NA	NA	439.31	5.25	0.11	-3.36	NA	NA	-0.93	-224.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30129	PT BANK MAYBANK INDONESIA T B K	20140331	12	IGAAP	NA	824.2	165.61	165.42	1796.6	1794.5	165.42	165.61	165.42	0.19	NA	165.61	7.75	0.1	0.35	NA	NA	0.52	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30129	PT BANK MAYBANK INDONESIA T B K	20150331	12	IGAAP	NA	0	0	0	0	0	133.34	133.59	133.34	0.25	NA	133.59	8.48	0.66	0.25	NA	NA	0.04	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30129	PT BANK MAYBANK INDONESIA T B K	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	86.31	86.63	86.31	0.32	NA	86.63	8.86	1.42	1.32	NA	NA	0.81	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30129	PT BANK MAYBANK INDONESIA T B K	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	94.72	95.1	94.72	0.38	NA	95.1	7.68	0.47	0.03	9.79	NA	-6.16	-7.2	NA	NA	NA	NA	177.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30129	PT BANK MAYBANK INDONESIA T B K	20180331	12	IGAAP	NA	NA	NA	NA	NA	NA	126.35	126.64	126.35	0.29	NA	126.64	6.01	1.19	-0.88	15.81	NA	-0.78	-1	177.8	NA	NA	NA	177.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30129	PT BANK MAYBANK INDONESIA T B K	20190331	12	IGAAP	NA	NA	NA	NA	NA	NA	121.91	122.29	121.91	0.38	NA	122.29	5.99	1.69	-0.29	13.85	NA	-0.35	-0.4	177.8	NA	NA	NA	177.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20090331	12	IGAAP	NA	NA	12.73	11.23	26263.5	23169.1	NA	NA	NA	NA	NA	12.73	6.69	4.34	7.42	NA	NA	3.42	11.1	7	7	NA	NA	7	NA	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20100331	12	IGAAP	NA	NA	15.49	14.97	29252.7	28262.3	NA	NA	NA	NA	NA	15.49	4.81	4.17	5.34	NA	NA	2.6	12.1	7	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20110331	12	IGAAP	NA	NA	14.51	14.12	29986.1	29181.2	NA	NA	NA	NA	NA	14.51	6.48	5.19	6.7	NA	NA	3.77	13.9	7	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20120331	12	IGAAP	NA	NA	17.59	17.21	37027.2	36225.1	NA	NA	NA	NA	NA	17.59	7.67	3.5	5.46	NA	NA	3.62	14.9	7	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20130331	12	IGAAP	NA	NA	18.4	18.02	38400	37595.4	NA	NA	NA	NA	NA	18.4	7.32	2.6	4.19	NA	NA	2.57	12.1	7	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20140331	12	IGAAP	NA	NA	0	0	0	0	16.37	16.7	16.37	0.33	NA	16.7	7.83	4.72	6.43	NA	NA	3.73	17.687	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20150331	12	IGAAP	NA	NA	NA	NA	NA	NA	14.72	15.16	14.72	0.44	NA	15.16	6.85	2.93	4.72	NA	0.11	2.52	14.425	NA	144.8	NA	98.1	46.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	14.58	14.97	14.58	0.39	NA	14.97	7.35	2.09	4.41	NA	NA	2.58	16.3	144.8	NA	98.1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	19.24	19.24	18.76	0.48	NA	19.24	5.91	3.09	4.65	0.81	NA	2.32	15.9	NA	1100	NA	NA	1100	1100	1100	NA	100	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20180331	12	IGAAP	NA	NA	NA	NA	NA	NA	19.02	19.42	19.02	0.4	NA	19.42	5.72	1.96	3.49	NA	NA	2.12	16.1	1100	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30134	BANK OF AMERICA N A	20190331	12	IGAAP	NA	NA	NA	NA	NA	NA	23.87	24.68	23.87	0.81	NA	24.68	5.99	2.4	4.1	NA	NA	2.22	18.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20090331	12	IGAAP	NA	NA	25.58	NA	NA	NA	NA	NA	NA	NA	NA	25.58	8.98	2.76	4.01	NA	0.09	3.14	1.4	253.6	117.6	42.4	2.5	115.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20100331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.01	6.9	1.73	1.26	NA	1.95	0.37	0.2	117.6	109.1	2.5	90.8	18.3	NA	NA	114.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20110331	12	IGAAP	NA	NA	23.28	22.89	1049.1	1031.4	NA	NA	NA	NA	NA	23.28	7.09	1.31	2.81	NA	0.52	1.99	1.4	109.1	104.5	90.8	19.8	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20120331	12	IGAAP	NA	NA	38.6	38.18	2691.1	2661.9	NA	NA	NA	NA	NA	38.6	8.46	1.19	4.36	NA	2.49	2.14	2.1	104.5	277.2	33.9	175.6	101.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20130331	12	IGAAP	NA	NA	34.7	34.25	2793.4	2757.5	NA	NA	NA	NA	NA	34.7	9.39	1.04	4.36	NA	3.16	1.48	1.8	277.2	523.2	175.6	233.9	289.3	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20140331	12	IGAAP	NA	NA	33.57	32.98	0	0	32.98	33.57	32.98	0.59	2774.5	33.57	8.62	1.34	3.12	10.39	7.67	0.84	1	523.2	802.6	233.9	575.9	226.7	448.2	448.2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20150331	12	IGAAP	NA	NA	NA	NA	NA	NA	27.85	28.68	27.85	0.83	3829.1	28.68	8.54	1.06	3.01	4.05	2.66	1.24	1.5	802.6	399.2	575.9	263.2	136	1130.2	NA	1130.2	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20160331	12	IGAAP	NA	13868.2	NA	NA	NA	NA	27.27	27.68	27.27	0.41	3838.3	27.68	7.37	1.6	2.22	7.5	2.24	0.08	0.1	399.2	716.1	263.2	212.9	503.2	408	NA	408	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20170331	12	IGAAP	NA	16119.9	NA	NA	NA	NA	24.13	24.65	24.13	0.52	3973.9	24.65	7.41	1.41	2.75	4.81	NA	0.99	1.7	716.1	585.2	212.9	0.2	585	378.9	NA	378.9	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20180331	12	IGAAP	NA	14609.3	NA	NA	NA	NA	27.07	27.75	27.07	0.68	4053.4	27.75	6.86	1.12	1.87	1.15	0.78	0.57	1.1	585.2	186.2	0.2	127.2	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30135	BANK OF BAHRAIN & KUWAIT BSC	20190331	12	IGAAP	NA	16036.1	NA	NA	NA	NA	25.38	25.96	25.38	0.58	4163	25.96	7.2	0.39	1.56	4.61	2.88	0.38	0.9	186.2	795.5	127.2	487.9	297.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30136	BANK OF BARODA	20090331	12	IGAAP	53.81	NA	14.05	8.49	183137.6	110696.4	NA	NA	NA	NA	NA	14.05	7.78	1.42	2.22	NA	0.31	1.09	0.6	19813.8	18429.2	4935.5	4490.4	13731.6	24212.1	763.7	1609.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.94	2.91	2.64	9.5	5.71
30136	BANK OF BARODA	20100331	12	IGAAP	53.81	NA	14.36	9.2	224172.4	143568.8	NA	NA	NA	NA	NA	14.36	6.86	1.15	2.03	NA	0.34	1.21	0.8	18429.2	24006.9	4490.4	6023.2	17983.7	24550.4	20992.8	3557.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.47	2.74	2.44	8.55	4.9
30136	BANK OF BARODA	20110331	12	IGAAP	57.03	NA	14.52	9.99	304834.2	209742.3	NA	NA	NA	NA	NA	14.52	6.97	0.89	2.22	NA	0.35	1.33	1.1	24006.9	31525	6023.2	7908.8	23616.2	30260.9	27058.4	3202.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.77	3.12	2.8	8.48	4.56
30136	BANK OF BARODA	20120331	12	IGAAP	54.31	NA	14.67	10.83	372290.7	274979.1	NA	NA	NA	NA	NA	14.67	7.58	0.87	2.19	NA	0.54	1.24	1.2	31525	44647.5	7908.8	15436.4	29211.1	88791.9	145610.3	26921.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.86	2.97	2.64	9.39	5.62
30136	BANK OF BARODA	20130331	12	IGAAP	55.41	NA	13.3	10.13	405450.2	308618.1	NA	NA	NA	NA	NA	13.3	7.34	0.76	1.88	NA	1.28	0.9	1	44647.5	79825.8	15436.4	41920.3	37905.5	226173.5	180714.6	45458.8	29345	29293	52	NA	NA	NA	NA	NA	NA	82.03	2.66	2.36	8.9	5.8
30136	BANK OF BARODA	20140331	12	IGAAP	56.26	NA	12.87	9.54	NA	NA	8.95	12.28	9.28	3	NA	12.28	6.76	0.78	1.61	NA	1.52	0.75	1	79825.8	118759	41920.3	60347.6	58411.4	265370	196000	69360	52543	52478	65	NA	NA	NA	NA	NA	NA	86.15	2.36	2.08	8.32	5.38
30136	BANK OF BARODA	20150331	12	IGAAP	57.53	NA	13.33	10.14	NA	NA	9.35	12.6	9.87	2.74	NA	12.6	6.62	0.68	1.53	NA	1.89	0.49	0.7	118759	162614.4	60347.6	80694.9	81919.5	318564.5	235334.3	83230.2	53187	53101	86	NA	NA	NA	NA	NA	NA	84.82	2.31	2.03	8.11	5.18
30136	BANK OF BARODA	20160331	12	IGAAP	59.24	NA	14.2	11.21	NA	NA	10.29	13.17	10.79	2.39	NA	13.17	6.31	0.72	1.26	9.99	5.06	-0.78	-1	162614.4	405210.4	80694.9	194064.6	211145.8	290378	206661.5	75031	47548	47473	73	NA	NA	NA	NA	NA	NA	78.29	2.05	1.83	7.35	5.05
30136	BANK OF BARODA	20170331	12	IGAAP	59.24	NA	NA	NA	NA	NA	8.98	12.24	9.93	2.31	NA	12.24	6.27	1	1.63	11.73	4.72	0.2	0.3	405210.4	427187	194064.6	180801.8	246385.2	256751.5	215123.4	41628.1	37949	37908	41	NA	NA	NA	NA	NA	NA	71.86	2.19	2.01	7.27	4.78
30136	BANK OF BARODA	20180331	12	IGAAP	64.03	NA	NA	NA	NA	NA	9.23	12.13	10.46	1.67	NA	12.13	6.35	0.97	1.75	12.26	5.49	-0.34	-0.4	427187	564803.8	180801.8	234826.5	329979.6	257724	232116.8	25607.3	25925	25899	26	427187.1	456374.1	29187	180801.8	203413.8	22612	76.92	2.43	2.26	7.13	4.5
30136	BANK OF BARODA	20190331	12	IGAAP	63.26	NA	NA	NA	NA	NA	10.38	13.42	11.55	1.87	NA	13.42	7.26	0.88	1.96	9.61	3.33	0.06	0.8	564803.8	482327.6	234826.5	156095	326232.6	144688	131604.9	13083.1	24986	24973	13	NA	NA	NA	NA	NA	NA	80.27	2.72	2.71	7.65	4.68
30144	BANK OF CEYLON	20090331	12	IGAAP	NA	NA	45.18	44.11	520.6	508.4	NA	NA	NA	NA	NA	45.18	7.15	7.97	11.79	NA	NA	10.23	7.3	166.8	47.7	16.6	NA	47.7	NA	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20100331	12	IGAAP	NA	NA	50.85	49.49	537.3	523	NA	NA	NA	NA	NA	50.85	7.82	4.16	6.82	NA	NA	2.73	1.8	47.7	22.2	NA	NA	22.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20110331	12	IGAAP	NA	NA	42.09	40.76	548.4	530.8	NA	NA	NA	NA	NA	42.09	7.27	2.58	5.74	NA	NA	3.68	2.7	22.2	18.3	NA	NA	18.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20120331	12	IGAAP	NA	NA	96.58	95.31	1347.7	1330.1	NA	NA	NA	NA	NA	96.58	7.33	1.75	5.7	NA	NA	3.08	2.5	18.3	15.2	NA	NA	15.2	NA	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20130331	12	IGAAP	NA	NA	71.45	70.2	1389.3	1364.2	NA	NA	NA	NA	NA	71.45	7.56	1.56	5.51	1.52	NA	4.26	4.5	15.2	15.1	NA	NA	15.1	NA	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20140331	12	IGAAP	NA	NA	55.72	54.47	1421.7	1389.9	54.47	55.72	54.47	1.25	NA	55.72	9.86	2.1	7.28	1.45	NA	3.03	0	15.1	14.5	NA	NA	14.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20150331	12	IGAAP	NA	NA	NA	NA	0	0	42.65	43.71	42.65	1.06	NA	43.71	8.65	1.74	6.73	NA	NA	3.29	0	14.4	14	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	37.09	38.34	37.09	1.25	NA	38.34	9.31	2.19	7.54	NA	NA	3.95	0.1	14	13.3	NA	NA	13.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	33.22	33.22	31.97	1.25	NA	33.22	8.04	1.71	6.2	NA	NA	1.92	0	13.3	10.5	NA	NA	10.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20180331	12	IGAAP	NA	NA	NA	NA	NA	NA	31.71	32.96	31.71	1.25	NA	32.96	7.71	1.54	5.67	NA	NA	2.27	0	9.7	9.7	NA	NA	9.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30144	BANK OF CEYLON	20190331	12	IGAAP	NA	NA	NA	NA	NA	NA	31.68	32.93	31.68	1.25	NA	32.93	8.04	1.41	5.74	NA	NA	2.98	0.1	34.5	34.5	NA	21.3	13.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30148	BANK OF INDIA	20090331	12	IGAAP	64.47	1431360	13.01	8.91	182110	124660	NA	NA	NA	NA	NA	13.01	8.09	1.51	2.7	NA	0.44	1.49	0.7	19309.2	24708.8	5919.8	6282.1	13868.9	0	52332.8	679.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97	2.72	9.78	5.76
30148	BANK OF INDIA	20100331	12	IGAAP	64.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.63	7.14	1.05	1.88	NA	1.31	0.7	0.4	24708.8	48826.5	6282.1	22074.5	21993.8	58152.7	49954.8	8197.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51	2.3	8.42	5.16
30148	BANK OF INDIA	20110331	12	IGAAP	65.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.42	7.18	0.87	1.78	NA	0.91	0.82	0.6	48826.5	48115.5	22074.5	19449.9	22247.8	25878.2	23491.3	2386.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92	2.57	8.62	5.03
30148	BANK OF INDIA	20120331	12	IGAAP	62.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.57	7.69	0.9	1.81	NA	1.47	0.72	0.6	48115.5	58939.7	19449.9	36564.2	14727.8	91804.7	91418.1	26132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	2.3	9.38	6.01
30148	BANK OF INDIA	20130331	12	IGAAP	64.11	NA	11.02	8.2	NA	NA	NA	NA	NA	NA	NA	11.02	7.53	0.89	1.76	NA	2.06	0.65	0.6	58939.7	87652.5	36564.2	59473.1	19588.8	191754.9	131106.3	60648.5	16693	16625	51	NA	NA	NA	NA	NA	NA	76.73	2.38	2.17	8.87	5.94
30148	BANK OF INDIA	20140331	12	IGAAP	66.7	NA	10.76	7.57	NA	NA	6.84	9.97	7.24	2.73	NA	9.97	7.19	0.81	1.6	NA	2	0.51	0.6	93095.2	118686	60326.4	76795	41122.4	171449.4	103240.3	68209.1	30529	30470	59	NA	NA	NA	NA	NA	NA	78.88	2.34	2.05	8.45	5.62
30148	BANK OF INDIA	20150331	12	IGAAP	64.43	NA	11.42	8.23	NA	NA	7.18	10.73	8.17	2.56	NA	10.73	6.81	0.66	1.17	NA	3.36	0.27	0	126788.1	231678.7	76795.1	137747	81518.1	258323	182653.4	75669.6	38749	38687	62	NA	NA	NA	NA	NA	NA	77.41	2.11	NA	8.36	5.7
30148	BANK OF INDIA	20160331	12	IGAAP	68.01	NA	12.05	7.57	NA	NA	7.97	12.01	9.03	2.98	NA	12.01	6.49	0.57	0.94	NA	7.79	-0.94	0	231678.7	506389.8	137747	281073.4	206430.9	240099.4	159147.7	80951.7	42533	42466	67	NA	NA	NA	NA	NA	NA	NA	2.11	NA	8.28	5.25
30148	BANK OF INDIA	20170331	12	IGAAP	73.72	NA	NA	NA	NA	NA	7.17	12.14	8.9	3.24	NA	12.14	5.99	1.03	1.48	19.32	6.9	-0.24	0	506389.8	531115.1	281073.4	256048.2	254489.6	222520	145610	76910	36629	36568	61	NA	NA	NA	NA	NA	NA	NA	2.2	NA	7.98	4.84
30148	BANK OF INDIA	20180331	12	IGAAP	83.09	NA	NA	NA	NA	NA	7.87	12.94	9.73	3.21	NA	12.94	5.73	0.86	1.08	23.46	8.28	-0.91	-1.23	531115.1	649230.6	256048.2	301185.3	325553.1	209630	160690	48930	26757	26729	28	520450	661020	140570	253050	350120	97070	NA	1.92	NA	7.15	4.58
30148	BANK OF INDIA	20190331	12	IGAAP	87.05	NA	NA	NA	NA	NA	11.01	14.19	11.07	3.12	NA	14.19	6.14	0.77	1.22	15.43	5.61	-0.84	-1.13	649230.6	631292.4	301185.3	213751.6	396036.1	186610	143070	43540	30382	30368	23	623284.6	625734.6	2450	282072.7	270333.7	-11739	NA	2.56	NA	8.23	4.5
